date,symbol,yahoo_symbol,market,open,high,low,close,volume
2000-07-13,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-14,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-17,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-18,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-19,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-20,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-21,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-24,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-25,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-26,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-27,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-28,2461,2461.TW,上市,24.386084,24.386084,24.386084,24.386084,0
2000-07-31,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-01,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-02,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-03,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-04,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-07,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-08,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-09,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-10,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-11,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-14,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-15,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-16,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-17,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-18,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-21,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-22,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-23,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-24,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-25,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-28,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-29,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-30,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-08-31,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-01,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-04,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-05,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-06,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-07,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-08,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-11,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-12,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-13,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-14,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-15,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-18,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-19,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-20,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-21,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-22,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-25,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-26,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-27,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-28,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-09-29,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-02,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-03,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-04,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-05,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-06,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-09,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-10,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-11,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-12,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-13,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-16,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-17,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-18,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-19,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-20,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-23,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-24,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-25,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-26,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-27,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-30,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-10-31,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-01,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-02,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-03,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-06,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-07,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-08,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-09,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-10,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-13,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-14,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-15,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-16,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-17,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-20,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-21,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-22,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-23,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-24,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-27,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-28,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-29,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-11-30,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-01,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-04,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-05,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-06,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-07,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-08,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-11,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-12,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-13,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-14,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-15,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-18,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-19,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-20,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-21,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-22,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-25,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-26,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-27,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-28,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2000-12-29,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-01,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-02,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-03,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-04,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-05,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-08,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-09,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-10,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-11,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-12,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-15,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-16,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-17,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-18,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-19,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-22,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-23,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-24,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-25,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-26,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-29,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-30,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-01-31,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-01,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-02,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-05,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-06,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-07,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-08,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-09,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-12,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-13,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-14,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-15,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-16,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-19,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-20,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-21,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-22,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-23,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-26,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-27,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-02-28,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-01,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-02,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-05,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-06,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-07,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-08,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-09,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-12,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-13,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-14,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-15,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-16,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-19,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-20,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-21,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-22,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-23,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-26,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-27,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-28,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-29,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-03-30,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-04-02,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-04-03,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-04-04,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-04-05,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-04-06,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-04-09,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-04-10,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-04-11,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-04-12,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
2001-04-13,2461,2461.TW,上市,32.250595,32.250595,32.250595,32.250595,0
