date,symbol,yahoo_symbol,market,open,high,low,close,volume
2000-05-30,4306,4306.TW,上市,4.223462,4.223462,4.223462,4.223462,0
2000-05-31,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,38949
2000-06-01,4306,4306.TW,上市,4.313325,4.313325,4.223462,4.313325,22256
2000-06-02,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,27821
2000-06-05,4306,4306.TW,上市,4.223462,4.313325,4.223462,4.313325,16692
2000-06-06,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-06-07,4306,4306.TW,上市,4.313325,4.313325,4.133602,4.133602,16692
2000-06-08,4306,4306.TW,上市,4.133602,4.421156,4.133602,4.421156,50078
2000-06-09,4306,4306.TW,上市,4.421156,4.726685,4.313325,4.726685,239258
2000-06-12,4306,4306.TW,上市,4.726685,4.726685,4.421156,4.421156,44513
2000-06-13,4306,4306.TW,上市,4.133602,4.313325,4.133602,4.223462,61206
2000-06-14,4306,4306.TW,上市,4.223462,4.223462,4.223462,4.223462,11128
2000-06-15,4306,4306.TW,上市,4.223462,4.313325,4.223462,4.223462,50078
2000-06-16,4306,4306.TW,上市,4.223462,4.223462,4.223462,4.223462,16692
2000-06-19,4306,4306.TW,上市,4.223462,4.223462,4.223462,4.223462,11128
2000-06-20,4306,4306.TW,上市,4.223462,4.349267,4.223462,4.313325,61206
2000-06-21,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,27821
2000-06-22,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,11128
2000-06-23,4306,4306.TW,上市,4.313325,4.313325,4.223462,4.223462,94591
2000-06-26,4306,4306.TW,上市,3.953879,4.313325,3.953879,4.223462,150230
2000-06-27,4306,4306.TW,上市,4.223462,4.223462,4.223462,4.223462,38949
2000-06-28,4306,4306.TW,上市,4.223462,4.223462,4.223462,4.223462,11128
2000-06-29,4306,4306.TW,上市,4.223462,4.223462,4.223462,4.223462,66770
2000-06-30,4306,4306.TW,上市,4.223462,4.313325,4.133602,4.313325,44513
2000-07-03,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-04,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-05,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-06,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-07,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-10,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-11,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-12,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-13,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-14,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-17,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-18,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-19,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-20,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-21,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-24,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-25,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-26,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-27,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-28,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-07-31,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-08-01,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-08-02,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-08-03,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-08-04,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-08-07,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-08-08,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-08-09,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-08-10,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-08-11,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-08-14,4306,4306.TW,上市,4.313325,4.313325,4.313325,4.313325,0
2000-08-15,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-16,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-17,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-18,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-21,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-22,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-23,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-24,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-25,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-28,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-29,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-30,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-08-31,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-01,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-04,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-05,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-06,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-07,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-08,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-11,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-12,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-13,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-14,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-15,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-18,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-19,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-20,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-21,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-22,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-25,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-26,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-27,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-28,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-09-29,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-02,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-03,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-04,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-05,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-06,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-09,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-10,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-11,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-12,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-13,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-16,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-17,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-18,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-19,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-20,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-23,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-24,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-25,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-26,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-27,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-30,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-10-31,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-01,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-02,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-03,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-06,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-07,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-08,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-09,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-10,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-13,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-14,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-15,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-16,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-17,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-20,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-21,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-22,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-23,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-24,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-27,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-28,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-29,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-11-30,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-01,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-04,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-05,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-06,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-07,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-08,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-11,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-12,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-13,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-14,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-15,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-18,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-19,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-20,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-21,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-22,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-25,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-26,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-27,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-28,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2000-12-29,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-01,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-02,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-03,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-04,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-05,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-08,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-09,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-10,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-11,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-12,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-15,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-16,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-17,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-18,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-19,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-22,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-23,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-24,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-25,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-26,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-29,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-30,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-01-31,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-01,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-02,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-05,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-06,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-07,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-08,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-09,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-12,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-13,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-14,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-15,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-16,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-19,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-20,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-21,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-22,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-23,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-26,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-27,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-02-28,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-01,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-02,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-05,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-06,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-07,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-08,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-09,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-12,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-13,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-14,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-15,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-16,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-19,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-20,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-21,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-22,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-23,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-26,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-27,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-28,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-29,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-03-30,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-02,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-03,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-04,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-05,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-06,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-09,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-10,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-11,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-12,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-13,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-16,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-17,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-18,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-19,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-20,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-23,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-24,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-25,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-26,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-27,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-04-30,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-01,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-02,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-03,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-04,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-07,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-08,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-09,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-10,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-11,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-14,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-15,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-16,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-17,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-18,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-21,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-22,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-23,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-24,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-25,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-28,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-29,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-30,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-05-31,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-01,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-04,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-05,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-06,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-07,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-08,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-11,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-12,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-13,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-14,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-15,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-18,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-19,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-20,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-21,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-22,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-25,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-26,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-27,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-28,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-06-29,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-02,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-03,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-04,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-05,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-06,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-09,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-10,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-11,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-12,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-13,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-16,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-17,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-18,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-19,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-20,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-23,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-24,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-25,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-26,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-27,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-30,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-07-31,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-08-01,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-08-02,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
2001-08-03,4306,4306.TW,上市,4.75544,4.75544,4.75544,4.75544,0
